Name,Rating,Category1,Category2,Place,City
roua,3.4,Culture,Fun,Puncak Gunung Api Purba - Nglanggeran,Jogja
kenyatta,3.0,Culinary,Fun,Taman Kasmaran,Semarang
alvarez,3.9,Culture,Respectable,Selected Places,Semarang
addonis,4.8,Tourist Attraction,Mindful,Hutan Pinus Kayon,Semarang
jeunesse,3.3,Nature,Isolated,Bukit Wisata Pulepayung,Jogja
uziah,4.9,History,Bad Food,Pantai Parangtritis,Jogja
rocus,4.0,History,Peaceful,Taman Tabanas,Semarang
mahawa,4.7,Culinary,Beautiful,Candi Gedong Songo,Semarang
johnluis,4.6,Culinary,Beautiful,Hutan Mangrove Kulon Progo,Jogja
barakah,4.3,Culinary,Cheap Price,Water Blaster Bukit Candi Golf,Semarang
hollee,4.3,Culinary,Hated,Pantai Nguluran,Jogja
jahdani,3.4,Nature,Recommended,Taman Srigunting,Semarang
jalyah,3.9,Tourist Attraction,Bad Food,Watu Goyang,Jogja
lundon,3.2,Culture,Expensive,Museum Kereta Ambarawa,Semarang
nlida,3.1,Culture,Fun,Semarang Chinatown,Semarang
recor,3.6,Tourist Attraction,Kind,Jembatan Biru Ambarawa,Semarang
vaugh,4.1,Culinary,Noisy,De Mata Museum Jogja,Jogja
marquon,3.9,Culture,Noisy,Semarang Chinatown,Semarang
frankey,4.6,History,Expensive,Brown Canyon,Semarang
novica,4.4,Culture,Bad Food,Candi Ijo,Jogja
cristoval,3.6,Nature,Expensive,Durian Gardens and Tourism Education Watu Simbar,Semarang
cathan,4.5,History,Bad Food,Tugu Muda Semarang,Semarang
anays,3.1,History,Noisy,Candi Gedong Songo,Semarang
gereline,4.9,Culinary,Great View,Candi Gedong Songo,Semarang
deighton,3.2,Culture,Cheap Price,Grand Maerakaca,Semarang
qwanesha,3.2,Nature,Kind,Pintoe Langit Dahromo,Jogja
brooklinn,4.6,Tourist Attraction,Recommended,Pantai Drini,Jogja
sherretta,3.3,History,Noisy,Hutan Pinus Kayon,Semarang
betsie,4.3,History,Tasty Food,The World Landmarks - Merapi Park Yogyakarta,Jogja
jaici,3.4,Tourist Attraction,Tasty Food,Museum Kereta Ambarawa,Semarang
mariadelosangel,4.4,Nature,Fun,Wisata Alam Wana Wisata Penggaron,Semarang
dollarhide,3.3,History,Expensive,Taman Pelangi Jogja,Jogja
alaeya,3.1,Culture,Hated,Pantai Indrayanti,Jogja
ddene,4.0,Nature,Boring,Tebing Breksi,Jogja
shana,4.9,Nature,Hated,Kampung Pelangi,Semarang
raschelle,4.9,Culinary,Cheap Price,Monumen Palagan Ambarawa,Semarang
mausam,3.2,Nature,Tasty Food,Gua Maria Kerep Ambarawa,Semarang
tesse,3.2,Nature,Respectable,Candi Gedong Songo,Semarang
caterin,3.4,Tourist Attraction,Bad Food,La Kana Chapel,Semarang
ummi,4.0,History,Bad Food,Kampung Wisata Kadipaten,Jogja
kolie,3.2,Culinary,Expensive,Pantai Glagah,Jogja
sertan,4.8,Culinary,Fun,Kampoeng Rawa,Semarang
caoilte,4.7,Culture,Cheap Price,Watu Goyang,Jogja
shemeka,4.1,Nature,Boring,Pantai Kukup,Jogja
roderica,4.1,Culinary,Peaceful,Bentara Budaya Yogyakarta (BBY),Jogja
magenties,3.7,Culinary,Noisy,Geoforest Watu Payung Turunan,Jogja
forough,3.1,Tourist Attraction,Fun,Indonesia Kaya Park,Semarang
shanavia,3.4,Tourist Attraction,Beautiful,Pantai Cipta,Semarang
bittu,3.4,Culture,Beautiful,Grand Maerakaca,Semarang
shandrea,3.3,Culinary,Hated,Geoforest Watu Payung Turunan,Jogja
shagun,4.6,Nature,Boring,Taman Kasmaran,Semarang
erryn,3.3,Culture,Respectable,Masjid Kapal Semarang,Semarang
zohran,3.8,Culinary,Bad Food,Desa Wisata Lembah Kalipancur,Semarang
zuri,3.5,Culinary,Isolated,Desa Wisata Lembah Kalipancur,Semarang
kardi,3.5,Tourist Attraction,Expensive,Grand Maerakaca,Semarang
acquanetta,3.9,Culture,Tasty Food,De Mata Museum Jogja,Jogja
germari,4.1,Nature,Recommended,Bukit Wisata Pulepayung,Jogja
boggess,3.4,Nature,Expensive,Pasar Beringharjo,Jogja
lisiate,4.7,Nature,Isolated,Kota Lama Semarang,Semarang
lawless,4.2,Culinary,Boring,Pasar Beringharjo,Jogja
chamkis,4.9,Culture,Hated,Candi Borobudur,Jogja
omarr,3.2,History,Recommended,Semarang Gallery,Semarang
kesser,3.9,Culture,Noisy,Wisata Alam Wana Wisata Penggaron,Semarang
bedinotti,3.5,History,Fun,Pantai Glagah,Jogja
rebeccalynn,4.9,Culture,Hated,Waduk Jatibarang,Semarang
gabria,3.7,History,Peaceful,Hutan Pinus Kayon,Semarang
lakema,3.8,Tourist Attraction,Boring,Pantai Indrayanti,Jogja
wardlaw,4.5,Nature,Peaceful,Goa Pindul,Jogja
shelbert,4.3,Tourist Attraction,Mindful,Kampung Pelangi,Semarang
ramero,3.1,History,Mindful,Waduk Jatibarang,Semarang
schteliana,3.3,Culture,Isolated,Taman Pandanaran,Semarang
isis,4.6,History,Respectable,Pantai Patihan,Jogja
anabele,4.0,Culture,Respectable,Old City 3D Trick Art Museum,Semarang
minhtri,4.8,Culture,Boring,Watu Lumbung,Jogja
travion,4.9,History,Beautiful,Watu Lumbung,Jogja
ables,4.8,History,Expensive,Semarang Contemporary Art Gallery,Semarang
didrich,4.9,Culinary,Expensive,Kampung Pelangi,Semarang
natrone,3.5,Culinary,Fun,"Bukit Paralayang, Watugupit",Jogja
grennan,4.8,History,Beautiful,Tebing Breksi,Jogja
archibaldo,4.4,Culture,Isolated,Semarang Contemporary Art Gallery,Semarang
jedidja,3.1,Culinary,Not Recommended,Wisata Lereng Kelir,Semarang
ridwan,4.1,Nature,Beautiful,Galaxy Waterpark Jogja,Jogja
sayyora,3.4,Culinary,Not Recommended,Candi Gedong Songo,Semarang
satyra,4.9,History,Expensive,Kauman Pakualaman Yogyakarta,Jogja
tundidor,4.1,Culinary,Not Recommended,Taman Tabanas,Semarang
gailard,4.6,Culture,Fun,Jembatan Biru Ambarawa,Semarang
mikalai,4.7,Culture,Fun,Wisata Kalibiru,Jogja
greylynn,4.9,Culture,Hated,Pantai Kukup,Jogja
shenoa,4.6,Nature,Tasty Food,Bentara Budaya Yogyakarta (BBY),Jogja
walraven,4.7,Culture,Noisy,Taman Pandanaran,Semarang
shingles,4.4,Culture,Respectable,Masjid Agung Ungaran,Semarang
laverta,3.4,History,Boring,Desa Wisata Pulesari,Jogja
achan,4.1,History,Great View,Tebing Breksi,Jogja
kacie,4.0,History,Isolated,Desa Wisata Lembah Kalipancur,Semarang
aariyah,3.5,History,Not Recommended,Pantai Samas,Jogja
fayerene,3.0,Tourist Attraction,Expensive,Taman Pandanaran,Semarang
mabelyn,4.6,Tourist Attraction,Kind,Pasar Beringharjo,Jogja
meurig,3.2,Culture,Isolated,Brown Canyon,Semarang
takayoshi,4.8,Nature,Bad Food,Lawang Sewu,Semarang
galt,3.7,History,Recommended,Puncak Kebun Buah Mangunan,Jogja
imron,3.9,Culinary,Noisy,Pantai Drini,Jogja
satkurunathan,4.0,History,Boring,Kampung Wisata Kadipaten,Jogja
hidefumi,3.5,Nature,Not Recommended,Candi Prambanan,Jogja
sequoyah,3.9,Nature,Cheap Price,Kampung Tematik Jawi,Semarang
nerely,4.7,Tourist Attraction,Bad Food,Benteng Pendem,Semarang
cornier,3.2,Culinary,Recommended,Kampoeng Rawa,Semarang
toshinobu,3.5,Culinary,Recommended,The Lost World Castle,Jogja
salvina,3.4,History,Expensive,Brown Canyon,Semarang
mazerat,4.2,Nature,Not Recommended,The Lost World Castle,Jogja
engelmar,4.2,Culinary,Hated,Puncak Segoro,Jogja
jahmaree,4.5,Nature,Expensive,Taman Kasmaran,Semarang
callander,3.4,History,Kind,Kota Lama Semarang,Semarang
davaunte,4.6,Nature,Not Recommended,The Lost World Castle,Jogja
byan,3.9,Tourist Attraction,Noisy,Candi Gedong Songo,Semarang
bionce,5.0,Nature,Fun,Desa Wisata Lembah Kalipancur,Semarang
salmakhatun,4.3,Nature,Beautiful,Pasar Beringharjo,Jogja
royster,4.7,Nature,Peaceful,Desa Wisata Pulesari,Jogja
karolyn,3.7,Nature,Kind,Geoforest Watu Payung Turunan,Jogja
luva,3.3,Nature,Beautiful,Sam Poo Kong Temple,Semarang
hough,3.0,Culinary,Recommended,Bentara Budaya Yogyakarta (BBY),Jogja
kyndell,4.1,Culinary,Great View,Jurang Tembelan Kanigoro,Jogja
gosciminski,3.6,Culture,Mindful,Pasar Beringharjo,Jogja
sulaman,3.6,Tourist Attraction,Fun,Puncak Segoro,Jogja
meiko,3.4,Tourist Attraction,Great View,Waduk Jatibarang,Semarang
phynn,4.4,Nature,Tasty Food,Taman Tabanas,Semarang
chidimma,3.8,Culinary,Recommended,Kampung Pelangi,Semarang
traniyah,4.5,Culture,Great View,Pintoe Langit Dahromo,Jogja
kanthiah,3.9,Culture,Beautiful,Pintoe Langit Dahromo,Jogja
mee,3.2,Culinary,Kind,Taman Pandanaran,Semarang
erihn,4.5,Culture,Hated,The Lost World Castle,Jogja
kamerin,4.1,Tourist Attraction,Mindful,Pantai Drini,Jogja
sephina,3.1,Tourist Attraction,Expensive,Desa Wisata Lembah Kalipancur,Semarang
limayri,3.1,History,Recommended,Wisata Kaliurang,Jogja
craver,4.8,Culture,Respectable,Candi Prambanan,Jogja
hargrove,4.0,Culture,Great View,Semarang Chinatown,Semarang
brownrickenbacker,4.2,Nature,Peaceful,Wisata Mangrove Tapak,Semarang
rosselin,4.6,Culture,Isolated,Gembira Loka Zoo,Jogja
ellajane,3.9,Culture,Peaceful,Monumen Palagan Ambarawa,Semarang
hinklin,4.1,Culinary,Great View,Tirto Argo Siwarak,Semarang
relando,4.4,Tourist Attraction,Expensive,Puncak Gunung Api Purba - Nglanggeran,Jogja
kolo,4.9,Culture,Recommended,Wisata Eling Bening,Semarang
patiance,3.8,Tourist Attraction,Expensive,Durian Gardens and Tourism Education Watu Simbar,Semarang
jaylanis,3.1,Culture,Tasty Food,Green Village Gedangsari,Jogja
frissell,4.6,Tourist Attraction,Boring,Candi Ijo,Jogja
alivianna,4.8,Culture,Fun,Taman Pelangi Jogja,Jogja
ozkan,5.0,Nature,Mindful,Taman Pelangi Yogyakarta,Jogja
gaetanina,3.8,Culinary,Respectable,Desa Wisata Sungai Code Jogja Kota,Jogja
peppers,3.9,History,Kind Person,Lawang Sewu,Semarang
grechen,4.8,Culinary,Noisy,Tebing Breksi,Jogja
rideau,4.2,Culinary,Recommended,Seribu Batu Songgo Langit,Jogja
rikhard,3.6,History,Hated,Kawasan Wisata Sosrowijayan,Jogja
tega,4.3,Culture,Boring,Museum Kereta Ambarawa,Semarang
maslin,3.7,Tourist Attraction,Beautiful,The Lost World Castle,Jogja
dimple,4.1,Nature,Not Recommended,Masjid Kapal Semarang,Semarang
esias,3.2,Culture,Expensive,Water Blaster Bukit Candi Golf,Semarang
vaneisha,3.5,Culinary,Kind,Pantai Drini,Jogja
tereska,4.4,History,Beautiful,Sindu Kusuma Edupark (SKE),Jogja
brytni,3.6,Culinary,Mindful,Tebing Breksi,Jogja
mijoi,4.6,Culture,Kind,GPIB Immanuel Semarang (Gereja Blenduk),Semarang
vasim,3.5,Nature,Respectable,The World Landmarks - Merapi Park Yogyakarta,Jogja
saroginidevi,4.5,Culture,Expensive,Taman Pelangi Yogyakarta,Jogja
upchurch,4.6,Tourist Attraction,Fun,Bukit Wisata Pulepayung,Jogja
kelman,4.2,Tourist Attraction,Fun,GPIB Immanuel Semarang (Gereja Blenduk),Semarang
mauppin,3.2,History,Great View,Pasar Beringharjo,Jogja
antonyo,3.4,Culture,Beautiful,Flower Farm Setiya Aji,Semarang
xchitl,3.9,Nature,Expensive,Wisata Mangrove Tapak,Semarang
mekeda,4.0,History,Cheap Price,The Lost World Castle,Jogja
kamaurion,3.3,Tourist Attraction,Tasty Food,Tugu Pal Putih Jogja,Jogja
rinesh,4.2,Culture,Kind Person,Green Village Gedangsari,Jogja
ludgera,3.8,Culture,Hated,Masjid Agung Ungaran,Semarang
kenon,4.5,Nature,Mindful,Bukit Lintang Sewu,Jogja
kaliese,3.2,History,Kind,Goa Rancang Kencono,Jogja
hyrmete,4.6,History,Cheap Price,Monumen Palagan Ambarawa,Semarang
yuvonka,4.1,History,Not Recommended,Gua Maria Kerep Ambarawa,Semarang
hanayo,3.4,Culinary,Beautiful,Desa Wisata Lembah Kalipancur,Semarang
arshi,4.3,Culture,Kind,Candi Prambanan,Jogja
shamaiya,3.5,Culture,Peaceful,Kampoeng Djadhoel Semarang,Semarang
gookool,3.6,Culinary,Isolated,Alun Alun Selatan Yogyakarta,Jogja
winfrey,4.2,Nature,Recommended,Sam Poo Kong Temple,Semarang
bash,3.4,Nature,Peaceful,Puncak Gunung Api Purba - Nglanggeran,Jogja
agnello,3.6,Nature,Peaceful,Pintoe Langit Dahromo,Jogja
ellaria,5.0,Nature,Respectable,Desa Wisata Pulesari,Jogja
wendee,4.5,History,Boring,GPIB Immanuel Semarang (Gereja Blenduk),Semarang
toft,3.7,Culinary,Kind Person,Kawasan Malioboro,Jogja
ljutcho,3.8,History,Cheap Price,Tugu Pal Putih Jogja,Jogja
vulo,3.3,Culture,Hated,Gembira Loka Zoo,Jogja
zuber,3.3,Culinary,Expensive,Semarang Contemporary Art Gallery,Semarang
dniya,4.7,Nature,Kind Person,Kampung Batik Gedong Semarang,Semarang
mcgaw,3.9,Tourist Attraction,Great View,Kampoeng Rawa,Semarang
keogh,4.7,Nature,Hated,Pantai Baruna,Semarang
hajredin,4.2,Nature,Beautiful,Lava Bantal,Jogja
keneisha,4.2,Nature,Kind,Brown Canyon,Semarang
oyku,3.6,Nature,Respectable,Seribu Batu Songgo Langit,Jogja
coopersmith,4.3,History,Great View,Wisata Eling Bening,Semarang
celisse,4.0,Nature,Kind,Pantai Cipta,Semarang
arent,4.9,Tourist Attraction,Fun,Hutan Pinus Asri,Jogja
adhan,3.6,Tourist Attraction,Expensive,Hutan Wisata Tinjomoyo Semarang,Semarang
yadel,4.2,Nature,Kind Person,Tugu Pal Putih Jogja,Jogja
ngozi,4.7,Culinary,Beautiful,Kampoeng Djadhoel Semarang,Semarang
arilynn,3.4,Tourist Attraction,Beautiful,Kauman Pakualaman Yogyakarta,Jogja
aromola,4.0,Culture,Tasty Food,Tirto Argo Siwarak,Semarang
leveridge,4.6,Culinary,Fun,Museum Kereta Ambarawa,Semarang
trask,4.0,History,Kind Person,Monumen Palagan Ambarawa,Semarang
chandrawati,4.6,Culinary,Isolated,Semarang Gallery,Semarang
pajo,4.6,Tourist Attraction,Great View,Taman Pandanaran,Semarang
danaidh,3.7,History,Respectable,Candi Gedong Songo,Semarang
liviana,4.5,Tourist Attraction,Fun,Obyek Wisata Goa Kreo,Semarang
stachmus,4.7,History,Mindful,Pantai Marina,Semarang
pegma,4.5,Nature,Beautiful,Wisata Lereng Kelir,Semarang
christophel,4.3,Culture,Beautiful,Kampung Pelangi,Semarang
cerita,4.0,Culture,Fun,Wisata Mangrove Tapak,Semarang
lacresha,4.6,Tourist Attraction,Recommended,Kota Lama Semarang,Semarang
fetiere,4.4,Tourist Attraction,Beautiful,Kampoeng Djadhoel Semarang,Semarang
afroditi,3.8,Tourist Attraction,Recommended,Masjid Agung Ungaran,Semarang
sudhir,4.3,Culture,Isolated,Watu Mabur Mangunan,Jogja
daionna,3.5,Culture,Great View,Benteng Pendem,Semarang
ruba,3.1,Culinary,Peaceful,Pantai Krakal,Jogja
tabathia,4.5,Culinary,Respectable,Lawang Sewu,Semarang
nimesh,3.4,History,Isolated,Watu Lumbung,Jogja
nistor,4.5,History,Isolated,Green Village Gedangsari,Jogja
sahmya,4.5,History,Isolated,Masjid Agung Ungaran,Semarang
terril,4.8,History,Fun,Pantai Glagah,Jogja
calvan,4.7,Culture,Respectable,Taman Kasmaran,Semarang
ferris,3.8,History,Mindful,Benteng Pendem,Semarang
panku,3.9,Tourist Attraction,Kind,Desa Wisata Lembah Kalipancur,Semarang
mundle,3.3,Culture,Kind,Kampung Wisata Kadipaten,Jogja
taleisa,5.0,History,Hated,Semarang Chinatown,Semarang
mared,4.1,Tourist Attraction,Cheap Price,Watu Goyang,Jogja
jasun,4.8,Culinary,Respectable,Monumen Palagan Ambarawa,Semarang
bael,3.4,History,Mindful,Brown Canyon,Semarang
lonette,3.1,Nature,Hated,Benteng Pendem,Semarang
pomeranz,4.4,History,Kind Person,Pantai Sundak,Jogja
crandall,3.7,History,Hated,Water Blaster Bukit Candi Golf,Semarang
derian,3.8,Culinary,Peaceful,Goa Rancang Kencono,Jogja
kyila,3.3,Culinary,Isolated,Kampoeng Kopi Banaran,Semarang
dedi,3.8,Culinary,Kind,Puncak Gunung Api Purba - Nglanggeran,Jogja
vegeta,4.5,Culture,Boring,Kampoeng Kopi Banaran,Semarang
gizel,3.6,Nature,Respectable,Air Terjun Semirang,Semarang
valtter,3.4,Nature,Expensive,Gua Maria Kerep Ambarawa,Semarang
dinesh,3.8,Culinary,Bad Food,The Lost World Castle,Jogja
cathryne,4.9,Culinary,Beautiful,Gua Maria Kerep Ambarawa,Semarang
alham,4.4,History,Beautiful,Puncak Kebun Buah Mangunan,Jogja
luzdari,4.8,Nature,Fun,Jurang Tembelan Kanigoro,Jogja
sylina,3.9,Nature,Cheap Price,Pasar Beringharjo,Jogja
jovianne,4.3,Culinary,Bad Food,Monumen Sanapati,Jogja
natalya,4.3,Nature,Beautiful,Pantai Baruna,Semarang
zeidy,3.9,Culinary,Recommended,Goa Pindul,Jogja
varik,4.9,Culture,Boring,Waduk Jatibarang,Semarang
darrold,3.0,Culinary,Not Recommended,Pantai Marina,Semarang
tahel,4.7,Culture,Beautiful,Air Terjun Kedung Pedut,Jogja
ohle,3.5,Tourist Attraction,Not Recommended,Museum Kereta Ambarawa,Semarang
osakiurhoefe,3.3,Culture,Boring,Indonesia Kaya Park,Semarang
detrell,4.5,Tourist Attraction,Mindful,Watu Lumbung,Jogja
colinblack,3.5,History,Fun,Hutan Mangrove Kulon Progo,Jogja
lajae,3.7,Culture,Great View,"Bukit Paralayang, Watugupit",Jogja
bronius,3.1,Culinary,Boring,Kampung Pelangi,Semarang
fisken,4.7,Tourist Attraction,Kind Person,Semarang Chinatown,Semarang
uryah,3.1,Tourist Attraction,Expensive,Kampoeng Rawa,Semarang
fremont,4.0,History,Recommended,"Bukit Paralayang, Watugupit",Jogja
srilakshmi,4.0,Culture,Bad Food,Monumen Sanapati,Jogja
lucien,4.5,Tourist Attraction,Not Recommended,Brown Canyon,Semarang
janeisha,4.4,Nature,Kind Person,Grand Maerakaca,Semarang
carlethia,3.5,Tourist Attraction,Noisy,Jembatan Biru Ambarawa,Semarang
kymauri,4.1,Culinary,Mindful,Pintoe Langit Dahromo,Jogja
buckhanon,3.4,History,Expensive,Lava Bantal,Jogja
rhianah,3.1,Culture,Kind Person,Benteng Pendem,Semarang
pasol,3.0,Culture,Kind,Masjid Agung Ungaran,Semarang
coroghon,3.7,Tourist Attraction,Peaceful,GPIB Immanuel Semarang (Gereja Blenduk),Semarang
sawaira,3.1,Nature,Beautiful,Kampung Wisata Kadipaten,Jogja
tahjay,4.6,Culinary,Boring,Kampung Pelangi,Semarang
betha,3.8,Tourist Attraction,Not Recommended,Taman Tabanas,Semarang
anakin,4.0,Culture,Noisy,Sindu Kusuma Edupark (SKE),Jogja
waneta,3.4,Tourist Attraction,Fun,Selected Places,Semarang
brynja,4.3,Tourist Attraction,Peaceful,Pantai Depok Jogja,Jogja
troye,3.7,Culinary,Noisy,Sindu Kusuma Edupark (SKE),Jogja
sabsay,4.3,Culture,Bad Food,Wisata Lereng Kelir,Semarang
joyden,4.2,Culture,Fun,Monumen Sanapati,Jogja
jaretsi,3.4,Culture,Respectable,Watu Gunung Ungaran,Semarang
aba,4.3,Culture,Fun,Pantai Parangtritis,Jogja
rianna,4.1,Culture,Boring,Embung Tambakboyo,Jogja
ghent,4.5,Culture,Fun,Tugu Pal Putih Jogja,Jogja
katherne,3.1,Culinary,Recommended,Pantai Marina,Semarang
burma,4.5,Culinary,Expensive,Masjid Agung Ungaran,Semarang
filoti,3.0,Culture,Not Recommended,Semarang Chinatown,Semarang
krush,3.4,Culinary,Noisy,Wisata Mangrove Tapak,Semarang
kenslee,4.4,Tourist Attraction,Cheap Price,The World Landmarks - Merapi Park Yogyakarta,Jogja
romonda,3.6,Nature,Fun,Selected Places,Semarang
jeyla,3.7,Nature,Isolated,Sindu Kusuma Edupark (SKE),Jogja
reffner,4.9,History,Hated,Kota Lama Semarang,Semarang
siegulf,4.2,Nature,Tasty Food,Tirto Argo Siwarak,Semarang
sauleda,3.8,Tourist Attraction,Fun,Pasar Beringharjo,Jogja
takela,3.3,Culture,Great View,Pantai Marina,Semarang
kwang,3.9,Tourist Attraction,Expensive,Bendung Lepen,Jogja
taqwaa,3.1,Culinary,Expensive,Seribu Batu Songgo Langit,Jogja
hellene,4.1,Culture,Cheap Price,Taman Srigunting,Semarang
williamsen,3.4,Tourist Attraction,Not Recommended,Bentara Budaya Yogyakarta (BBY),Jogja
ruser,3.3,Nature,Kind Person,Wisata Lereng Kelir,Semarang
hopeton,4.9,Tourist Attraction,Mindful,Gua Maria Kerep Ambarawa,Semarang
wilken,3.8,Culture,Fun,Gua Maria Kerep Ambarawa,Semarang
caity,4.6,Nature,Kind,Taman Srigunting,Semarang
christhart,4.7,Culture,Fun,Alun-alun Utara Keraton Yogyakarta,Jogja
kawana,4.0,Tourist Attraction,Kind,De Mata Museum Jogja,Jogja
abramowski,3.1,Culture,Isolated,Taman Pandanaran,Semarang
amarious,3.5,Nature,Bad Food,Monumen Sanapati,Jogja
shaquida,4.0,Nature,Boring,Masjid Kapal Semarang,Semarang
chantele,4.1,Nature,Peaceful,Brown Canyon,Semarang
elah,3.1,Culture,Tasty Food,Grand Maerakaca,Semarang
imaani,4.4,Nature,Kind,Monumen Serangan Umum 1 Maret,Jogja
filotita,4.2,Tourist Attraction,Great View,Tirto Argo Siwarak,Semarang
lexii,3.6,Nature,Tasty Food,Bendung Lepen,Jogja
shalanda,4.1,Culinary,Tasty Food,Masjid Kapal Semarang,Semarang
tonnetta,3.1,Culinary,Isolated,Pantai Jogan,Jogja
diljeet,3.7,History,Cheap Price,Desa Wisata Lembah Kalipancur,Semarang
ainslee,4.4,Nature,Great View,Watu Gunung Ungaran,Semarang
yides,4.6,Culinary,Expensive,Pantai Sundak,Jogja
galligan,4.3,Culture,Expensive,Pasar Beringharjo,Jogja
aiona,4.9,Culture,Not Recommended,Water Blaster Bukit Candi Golf,Semarang
tristin,4.1,History,Fun,Wisata Mangrove Tapak,Semarang
salmeron,4.9,Culture,Kind,Pantai Kukup,Jogja
dashiyah,3.3,Nature,Tasty Food,Lava Bantal,Jogja
abirami,4.2,Tourist Attraction,Not Recommended,Taman Tabanas,Semarang
sevynn,5.0,Tourist Attraction,Kind Person,Tugu Muda Semarang,Semarang
aldrich,3.6,Tourist Attraction,Kind Person,Saloka Theme Park,Semarang
tishan,4.5,Culinary,Not Recommended,Taman Kasmaran,Semarang
simiya,4.8,Tourist Attraction,Tasty Food,Monumen Sanapati,Jogja
perrone,3.8,Nature,Beautiful,Bentara Budaya Yogyakarta (BBY),Jogja
aneirin,4.0,Culture,Great View,Kampoeng Kopi Banaran,Semarang
synceir,4.5,Nature,Recommended,Embung Tambakboyo,Jogja
greyer,3.4,Culinary,Kind,Bunker Kaliadem Merapi,Jogja
taevyn,3.6,Culinary,Great View,Wisata Eling Bening,Semarang
fisherjr,4.0,Culinary,Kind Person,Pantai Indrayanti,Jogja
kjirsten,4.5,Tourist Attraction,Cheap Price,Semarang Contemporary Art Gallery,Semarang
aretin,3.7,Tourist Attraction,Hated,Semarang Contemporary Art Gallery,Semarang
suanne,3.3,Nature,Bad Food,Pantai Krakal,Jogja
theunis,4.6,History,Not Recommended,Taman Srigunting,Semarang
elijahwan,4.1,History,Kind Person,Grand Maerakaca,Semarang
natali,3.0,History,Great View,Taman Tabanas,Semarang
leoanthony,4.6,Nature,Isolated,Candi Gedong Songo,Semarang
eltje,3.8,History,Boring,Obyek Wisata Goa Kreo,Semarang
ashari,3.2,Culture,Peaceful,Gua Maria Kerep Ambarawa,Semarang
raquelle,3.5,Tourist Attraction,Bad Food,Taman Kasmaran,Semarang
darryll,3.7,Tourist Attraction,Kind Person,Pasar Beringharjo,Jogja
armandine,3.4,Tourist Attraction,Tasty Food,Pantai Jogan,Jogja
fatlum,3.8,Nature,Mindful,Embung Tambakboyo,Jogja
cathirine,3.1,Nature,Peaceful,Waduk Jatibarang,Semarang
cowden,4.6,Tourist Attraction,Not Recommended, Pantai Cipta,Semarang
kumpe,4.2,Culture,Boring,Brown Canyon,Semarang
suelyn,4.9,History,Expensive,Kampoeng Rawa,Semarang
lanissa,4.6,Culinary,Beautiful,Kampoeng Djadhoel Semarang,Semarang
martirio,5.0,History,Boring,Masjid Agung Ungaran,Semarang
jaben,4.3,History,Not Recommended,Watu Lumbung,Jogja
athina,3.8,Tourist Attraction,Great View,Wisata Eling Bening,Semarang
damren,4.3,Culture,Boring,Semarang Contemporary Art Gallery,Semarang
anylia,3.4,History,Not Recommended,Watu Lumbung,Jogja
japonica,3.2,Culture,Cheap Price,Puncak Kebun Buah Mangunan,Jogja
elaia,4.3,Culture,Boring,Candi Gedong Songo,Semarang
laurena,3.0,Nature,Bad Food,Obyek Wisata Goa Kreo,Semarang
kaniz,3.1,Culinary,Noisy,Pantai Depok Jogja,Jogja
